episode,reward,loss,mean_q,epsilon,throughput_mbps,latency_ms,energy_mj,qos_sat_pct,packet_loss_pct,switch_pct
0,7354.2644,0.07572,9.0719,0.81,40.1706,46.61,0.92929,63.3,17.43,74.43
1,7689.8178,0.136612,24.3851,0.62,54.4758,20.41,0.933737,68.45,16.21,71.45
2,7885.3389,0.231735,36.6467,0.43,52.7591,22.46,0.973104,71.63,14.92,69.17
3,8061.7206,0.312867,45.5015,0.24,54.9136,14.7,1.016799,74.77,14.63,65.86
4,8263.5407,0.401406,52.88,0.05,51.4969,10.37,0.986951,77.9,13.51,66.31
5,8245.6738,0.449899,60.4231,0.05,52.8529,9.45,0.972517,77.34,13.07,65.05
6,8204.7874,0.480215,65.1852,0.05,52.4659,9.43,0.983307,77.06,13.46,64.88
7,8131.7835,0.467176,67.0,0.05,52.6506,11.05,0.964057,75.48,13.26,64.54
8,8269.8604,0.489716,68.379,0.05,58.2228,9.12,0.932164,77.46,12.62,64.0
9,8246.3657,0.495229,71.8705,0.05,54.8894,9.84,0.912817,77.55,13.21,62.45
10,8283.203,0.527612,74.6928,0.05,55.0332,10.62,0.914844,77.62,12.9,61.09
11,8212.364,0.492075,75.5771,0.05,56.1374,11.62,0.908932,76.85,13.69,62.68
12,8302.319,0.541792,76.7292,0.05,57.4022,10.08,0.902202,78.15,12.93,62.38
13,8173.7544,0.534058,77.6443,0.05,48.3688,14.65,0.894343,76.16,13.35,60.99
14,8289.2491,0.493234,78.3447,0.05,52.7391,11.48,0.925203,77.89,13.3,59.22
15,8261.4236,0.47477,79.4384,0.05,50.5173,8.86,0.936889,77.61,13.2,60.79
16,8259.1788,0.458257,80.8636,0.05,45.0356,9.75,0.926301,77.56,12.98,61.28
17,8240.6565,0.428405,80.8779,0.05,52.1401,11.99,0.989169,78.03,13.0,58.8
18,8273.964,0.374639,80.5093,0.05,47.0419,11.33,0.954209,78.3,12.94,60.59
