episode,reward,loss,mean_q,epsilon,throughput_mbps,latency_ms,energy_mj,qos_sat_pct,packet_loss_pct,switch_pct
0,4483.0483,0,0,0.0,32.9466,12.45,0.87,54.32,8.23,0.0
1,4582.0718,0,0,0.0,39.1764,27.52,0.87,56.87,7.17,0.0
2,4499.7544,0,0,0.0,29.7574,31.85,0.87,55.83,9.45,0.0
3,4557.1582,0,0,0.0,34.9627,11.07,0.87,56.08,7.77,0.0
4,4468.203,0,0,0.0,36.4143,21.61,0.87,54.55,7.62,0.0
5,4497.7729,0,0,0.0,29.0193,30.74,0.87,55.52,9.85,0.0
6,4522.939,0,0,0.0,37.0281,16.68,0.87,55.73,7.0,0.0
7,4531.0483,0,0,0.0,27.8497,23.76,0.87,56.25,10.03,0.0
8,4506.4439,0,0,0.0,28.8485,26.94,0.87,55.53,9.45,0.0
9,4512.6181,0,0,0.0,31.071,28.74,0.87,55.7,9.15,0.0
10,4522.5599,0,0,0.0,35.7345,19.84,0.87,55.48,7.98,0.0
11,4559.5925,0,0,0.0,38.221,15.66,0.87,56.05,6.47,0.0
12,4499.0344,0,0,0.0,32.9508,16.2,0.87,54.68,8.92,0.0
13,4489.7637,0,0,0.0,30.889,21.14,0.87,54.9,9.0,0.0
14,4487.1473,0,0,0.0,26.3809,33.6,0.87,54.88,10.3,0.0
15,4699.2766,0,0,0.0,33.6479,11.32,0.87,61.23,7.93,0.0
16,4542.1535,0,0,0.0,36.9969,14.62,0.87,55.62,7.08,0.0
17,4570.036,0,0,0.0,33.2955,18.43,0.87,56.98,8.1,0.0
18,4490.7239,0,0,0.0,27.7953,27.76,0.87,55.27,10.13,0.0
19,4494.0433,0,0,0.0,31.9418,29.85,0.87,55.18,8.67,0.0
20,4432.5237,0,0,0.0,28.2286,27.23,0.87,53.35,10.22,0.0
21,4468.3565,0,0,0.0,29.9449,15.45,0.87,54.48,9.27,0.0
22,4521.6103,0,0,0.0,35.7932,19.72,0.87,55.75,7.42,0.0
23,4605.3664,0,0,0.0,35.347,12.54,0.87,58.75,7.58,0.0
24,4522.0083,0,0,0.0,34.8819,13.06,0.87,54.95,7.75,0.0
25,4491.1352,0,0,0.0,31.7168,14.29,0.87,54.73,9.03,0.0
26,4477.4769,0,0,0.0,35.5364,25.29,0.87,54.23,7.85,0.0
27,4522.4262,0,0,0.0,31.2494,24.94,0.87,56.0,8.67,0.0
28,4508.8665,0,0,0.0,32.4367,16.67,0.87,55.27,8.62,0.0
29,4389.7553,0,0,0.0,32.9286,23.05,0.87,52.4,9.25,0.0
30,4483.4932,0,0,0.0,30.41,23.19,0.87,54.75,9.23,0.0
31,4525.0262,0,0,0.0,32.4311,15.92,0.87,55.67,8.45,0.0
32,4521.5945,0,0,0.0,33.9151,18.0,0.87,55.67,8.0,0.0
33,4504.8432,0,0,0.0,34.0996,18.95,0.87,54.58,7.93,0.0
34,4457.4418,0,0,0.0,34.3318,21.95,0.87,53.58,8.23,0.0
35,4482.1387,0,0,0.0,31.2793,30.19,0.87,55.22,8.83,0.0
36,4572.6303,0,0,0.0,32.9417,11.25,0.87,56.37,8.07,0.0
37,4473.0508,0,0,0.0,31.2674,19.17,0.87,54.35,8.72,0.0
38,4506.4908,0,0,0.0,32.0193,22.78,0.87,55.45,8.53,0.0
39,4497.2413,0,0,0.0,29.1059,15.41,0.87,55.0,9.43,0.0
40,4503.1861,0,0,0.0,28.076,23.7,0.87,55.72,9.63,0.0
41,4491.1144,0,0,0.0,30.991,31.57,0.87,55.4,8.83,0.0
42,4500.9578,0,0,0.0,32.3991,28.35,0.87,55.5,8.47,0.0
43,4549.177,0,0,0.0,25.7959,26.32,0.87,57.0,10.27,0.0
44,4537.8758,0,0,0.0,40.28,21.22,0.87,56.13,6.28,0.0
45,4568.3178,0,0,0.0,26.7387,20.96,0.87,58.17,10.52,0.0
46,4578.6239,0,0,0.0,38.4204,18.33,0.87,57.18,6.95,0.0
47,4510.8999,0,0,0.0,29.2441,26.96,0.87,55.92,9.58,0.0
48,4520.9547,0,0,0.0,33.5086,17.96,0.87,55.48,8.55,0.0
49,4454.0472,0,0,0.0,27.9228,21.48,0.87,53.82,9.82,0.0
50,4475.5564,0,0,0.0,31.9921,18.23,0.87,54.52,8.45,0.0
51,4519.4074,0,0,0.0,34.4337,26.56,0.87,55.47,7.72,0.0
52,4554.9327,0,0,0.0,36.9928,19.96,0.87,56.63,7.35,0.0
53,4570.214,0,0,0.0,35.6383,27.27,0.87,56.88,7.6,0.0
54,4442.0062,0,0,0.0,34.2644,19.43,0.87,53.52,8.53,0.0
55,4506.8621,0,0,0.0,36.3273,25.89,0.87,55.45,7.62,0.0
56,4594.6942,0,0,0.0,33.7796,16.47,0.87,58.7,8.02,0.0
57,4515.9904,0,0,0.0,31.2935,17.33,0.87,55.53,8.75,0.0
58,4534.4788,0,0,0.0,37.9457,17.9,0.87,55.82,6.67,0.0
59,4480.3359,0,0,0.0,28.0385,31.59,0.87,55.2,9.9,0.0
60,4463.3627,0,0,0.0,22.8562,27.2,0.87,54.67,10.88,0.0
61,4614.9646,0,0,0.0,28.5828,15.54,0.87,59.82,9.47,0.0
62,4536.0271,0,0,0.0,36.1651,28.32,0.87,55.87,7.83,0.0
63,4473.9378,0,0,0.0,29.5412,24.13,0.87,54.72,9.37,0.0
64,4561.1342,0,0,0.0,30.1156,19.03,0.87,56.57,8.53,0.0
65,4513.2081,0,0,0.0,27.9823,15.45,0.87,55.43,10.23,0.0
66,4504.8263,0,0,0.0,38.0798,20.37,0.87,54.9,6.85,0.0
67,4530.8125,0,0,0.0,34.5634,20.6,0.87,55.43,7.9,0.0
68,4496.2326,0,0,0.0,33.6325,23.6,0.87,55.0,8.23,0.0
69,4497.0194,0,0,0.0,32.3055,20.65,0.87,54.92,8.38,0.0
70,4543.7641,0,0,0.0,33.2598,15.74,0.87,56.13,7.98,0.0
71,4548.4278,0,0,0.0,35.1358,21.69,0.87,56.63,7.45,0.0
72,4534.0945,0,0,0.0,29.8343,20.0,0.87,55.92,9.52,0.0
73,4546.0083,0,0,0.0,31.5205,25.97,0.87,56.48,8.57,0.0
74,4473.4688,0,0,0.0,35.9332,34.68,0.87,54.9,7.58,0.0
75,4583.5072,0,0,0.0,35.0762,21.11,0.87,57.1,7.78,0.0
76,4541.2453,0,0,0.0,35.3568,25.39,0.87,56.35,7.65,0.0
77,4480.6729,0,0,0.0,26.7767,17.96,0.87,54.7,10.42,0.0
78,4623.2502,0,0,0.0,30.0443,13.64,0.87,59.23,9.45,0.0
79,4581.3463,0,0,0.0,34.63,10.94,0.87,56.58,7.87,0.0
80,4511.3932,0,0,0.0,28.5009,16.81,0.87,55.48,10.02,0.0
81,4496.5415,0,0,0.0,34.6145,14.64,0.87,54.67,7.63,0.0
82,4531.3392,0,0,0.0,26.6251,18.18,0.87,56.5,9.83,0.0
83,4501.8057,0,0,0.0,33.9975,23.49,0.87,55.05,7.88,0.0
84,4438.2801,0,0,0.0,25.6467,22.23,0.87,53.93,10.6,0.0
85,4550.2903,0,0,0.0,28.1623,19.79,0.87,56.77,8.92,0.0
86,4509.0232,0,0,0.0,34.0986,38.34,0.87,55.57,8.43,0.0
87,4638.5398,0,0,0.0,37.2881,13.91,0.87,59.42,6.82,0.0
88,4540.1547,0,0,0.0,26.1083,23.89,0.87,56.05,10.53,0.0
89,4492.3724,0,0,0.0,27.8922,21.51,0.87,55.0,9.83,0.0
90,4444.5059,0,0,0.0,30.3174,21.83,0.87,53.88,9.75,0.0
91,4508.1708,0,0,0.0,29.97,26.75,0.87,55.5,9.33,0.0
92,4525.8567,0,0,0.0,33.2832,19.8,0.87,55.98,8.1,0.0
93,4553.6036,0,0,0.0,29.9222,18.75,0.87,56.57,9.63,0.0
94,4510.2647,0,0,0.0,31.6552,33.0,0.87,55.63,9.33,0.0
95,4482.2815,0,0,0.0,32.7787,31.57,0.87,55.12,8.8,0.0
96,4537.6407,0,0,0.0,32.4524,18.09,0.87,55.82,8.65,0.0
97,4505.3388,0,0,0.0,30.3432,18.05,0.87,55.18,9.58,0.0
98,4469.0123,0,0,0.0,28.1216,21.07,0.87,54.2,9.7,0.0
99,4524.1289,0,0,0.0,30.5203,24.41,0.87,55.58,9.07,0.0
