episode,reward,loss,mean_q,epsilon,throughput_mbps,latency_ms,energy_mj,qos_sat_pct,packet_loss_pct,switch_pct
0,187.9249,0,0,0.9952,35.6138,110620.86,0.97334,67.6,16.8,56.8
1,183.1004,0,0,0.9905,37.5118,9585256.56,0.918651,62.0,18.0,58.0
2,182.6002,0,0,0.9858,26.7896,9055.51,0.914558,61.6,16.0,60.0
3,181.2977,0.927972,-0.0075,0.981,34.6552,104483.67,0.944443,61.2,16.8,56.4
4,181.5984,0.102217,0.6816,0.9762,44.8343,235321.7,0.981507,62.4,19.6,60.8
5,187.9513,0.011912,0.7502,0.9715,42.2406,320684.09,0.95899,67.2,18.0,62.0
6,178.3251,0.046196,1.6908,0.9667,30.7117,115253.1,1.024314,61.2,20.4,56.8
7,177.8484,0.020047,1.5684,0.962,33.8837,426974.89,0.944748,58.4,17.2,57.6
8,179.1496,0.040352,2.5196,0.9573,34.8996,100498.43,0.936051,60.0,20.8,61.6
9,186.9128,0.025979,2.458,0.9525,38.6267,395531.32,0.963932,66.4,17.2,59.2
10,183.9962,0.046524,3.4478,0.9477,36.1796,6665.38,0.96037,62.8,16.8,61.6
11,179.4309,0.032533,3.438,0.943,34.6682,81594.72,0.943899,61.2,17.2,60.8
12,188.628,0.058889,4.4299,0.9383,41.7565,21524.48,0.952298,66.0,17.6,60.8
13,175.008,0.047049,4.4142,0.9335,29.4939,41073.08,0.97661,57.2,18.0,59.6
14,192.1183,0.083997,5.4745,0.9287,39.7621,5261.26,0.922288,66.4,16.4,60.4
15,188.3917,0.069746,5.4738,0.924,42.2611,640466.78,0.85759,65.2,17.6,58.0
16,185.8029,0.111089,6.5257,0.9193,34.1973,24834.43,0.927425,63.2,16.8,60.0
17,183.7243,0.089941,6.5281,0.9145,40.108,652746.47,0.899763,61.6,18.0,62.0
18,186.2256,0.142015,7.5857,0.9098,41.1888,9847.57,0.929338,64.8,19.6,63.2
19,189.0747,0.116984,7.6228,0.905,41.9102,117889.24,0.904038,66.0,17.2,61.2
20,188.4022,0.16489,8.7318,0.9002,44.5447,30500.12,0.960992,66.0,18.0,55.6
21,189.6219,0.148778,8.7555,0.8955,55.3609,7033.52,0.984449,68.4,17.6,61.2
22,184.0169,0.22292,10.0551,0.8908,38.8292,1106603.64,0.947287,61.6,14.4,59.2
23,186.7462,0.1955,10.0352,0.886,38.7305,7869.95,0.966387,64.0,14.4,53.2
24,181.6151,0.260756,11.3358,0.8812,28.8575,1628158.37,1.004116,62.8,18.0,56.8
25,182.1233,0.22871,11.3507,0.8765,30.9093,327153.13,0.925942,62.0,20.0,56.8
26,188.2596,0.320701,12.7004,0.8718,40.4591,96137.62,0.955164,65.6,18.4,60.0
27,183.2422,0.283453,12.6896,0.867,29.1029,179520.99,0.964434,64.0,17.2,59.6
28,185.4881,0.445634,14.2386,0.8622,47.7853,8586.02,0.83668,64.0,16.4,59.6
29,186.7443,0.376909,14.1716,0.8575,49.1897,16483185.13,1.00557,65.2,18.0,60.0
30,185.8735,0.481409,15.5011,0.8528,36.3829,343001.26,0.89262,66.8,20.8,60.0
31,186.7914,0.443678,15.4771,0.848,44.2207,1095208.33,0.957883,64.8,16.4,64.8
32,186.3529,0.588114,16.9291,0.8433,29.2265,50733.84,0.89636,65.6,18.8,64.8
33,190.7531,0.549917,16.9212,0.8385,47.2529,14908.46,0.94787,67.6,17.2,61.2
34,185.5126,0.641782,18.342,0.8337,41.3732,340503.78,0.961274,64.4,18.4,57.6
35,187.2809,0.593701,18.3204,0.829,38.2949,55546.37,0.965964,65.6,17.6,62.4
36,186.0576,0.799139,19.9732,0.8243,39.5686,22406.27,0.959746,66.4,18.8,62.0
37,182.7025,0.75344,19.9207,0.8195,29.2802,688139.57,0.881101,61.6,16.4,59.6
38,180.4986,0.89271,21.4239,0.8147,32.8907,4845362.73,0.879398,61.2,20.8,62.0
39,182.1238,0.856679,21.3983,0.81,42.7574,255302.27,0.956993,61.6,20.4,62.8
40,180.811,0.971896,22.9058,0.8053,33.9768,9338.84,0.975556,62.8,19.2,60.4
41,182.4581,0.931144,22.8964,0.8005,31.6332,263822.49,0.877725,61.6,21.2,59.2
42,187.6777,1.11355,24.2954,0.7957,38.1182,919005.38,0.885169,66.4,18.8,63.2
43,186.0801,1.064338,24.2153,0.791,38.0561,523492.92,0.96229,66.4,16.8,62.0
44,187.2745,1.190714,25.8675,0.7863,40.0664,539999.86,0.893593,66.4,17.2,61.2
45,182.6056,1.179885,25.7653,0.7815,39.2755,71995.82,0.933634,63.2,20.0,57.6
46,188.0402,1.427492,27.4569,0.7768,48.0875,65172.16,0.921906,66.0,15.6,58.8
47,184.6733,1.317011,27.5474,0.772,42.2123,54767.43,0.888355,62.8,17.2,61.2
48,179.4002,1.518355,29.4731,0.7672,25.8676,2309063.64,0.919008,60.4,20.0,63.2
49,180.8972,1.404256,29.4443,0.7625,27.0371,225144.49,0.963457,63.2,19.6,60.8
50,185.7011,1.811156,31.2232,0.7578,29.5334,1665193.75,0.926612,64.0,16.4,58.4
51,187.5547,1.71607,31.1834,0.753,44.4375,48896.65,0.907966,64.4,19.6,60.8
52,180.4208,1.99482,32.9538,0.7483,33.0392,41607.76,0.953744,60.4,18.4,61.6
53,190.8574,2.052323,32.8694,0.7435,44.564,452637.55,0.91896,69.2,18.4,60.0
54,181.5966,2.085126,34.3009,0.7388,33.7281,75039.64,0.911161,60.4,19.6,60.0
55,183.967,2.05439,34.1833,0.734,47.8891,21477.99,0.954288,63.2,16.0,60.8
56,179.2919,2.376529,36.2315,0.7292,29.3551,34602.25,0.865546,58.8,18.0,59.6
57,190.9056,2.354675,36.189,0.7245,48.6062,506363.43,0.975613,66.8,14.8,62.8
58,180.9259,2.622963,37.8918,0.7198,37.3676,167515.34,0.987522,62.4,19.2,59.6
59,189.8612,2.630568,37.7945,0.715,48.6621,7307.75,0.934402,65.2,15.6,59.2
60,182.9876,2.977216,39.6067,0.7103,27.9924,16418.08,0.911012,60.8,18.0,60.0
61,189.8424,2.908803,39.5407,0.7055,31.7347,106384.18,0.930649,67.6,18.8,58.0
62,183.8719,3.293598,41.57,0.7007,32.9039,26205.3,0.916419,60.8,17.2,59.6
63,184.6767,3.250866,41.3847,0.696,32.8351,19374.15,0.944109,65.2,17.6,56.4
64,179.9011,3.501089,43.1517,0.6913,33.7575,14833.79,0.895537,60.8,19.2,59.6
65,183.2634,3.396887,43.1471,0.6865,37.2941,416414.37,0.992357,62.8,18.4,53.2
66,186.2825,3.895308,45.4221,0.6818,33.0575,100650.9,0.985634,64.4,16.4,58.0
67,178.9168,3.69361,45.366,0.677,25.7618,49366.32,0.97561,60.8,19.6,63.6
68,180.2749,4.304976,47.6293,0.6723,26.8663,8873171.72,0.955769,61.6,20.0,60.0
69,182.0519,4.098654,47.5038,0.6675,28.4772,68448.02,0.875957,61.2,18.4,58.0
70,185.1936,4.587998,49.4982,0.6627,44.5357,51961.29,0.919027,63.6,18.4,60.0
71,183.9926,4.163179,49.5051,0.658,30.968,12138.18,0.94842,62.4,16.8,58.4
72,183.5714,5.116608,51.3776,0.6532,37.522,25210.64,0.859826,62.8,16.4,58.8
73,183.9577,4.490119,51.2663,0.6485,40.961,66490.73,0.94534,64.8,19.6,61.6
74,182.4707,5.52585,53.2209,0.6438,35.376,22683.62,0.911552,61.2,19.6,58.4
75,182.0041,4.989718,52.9873,0.639,36.9082,436900.56,1.007301,61.2,17.6,61.2
76,185.6726,5.637627,55.1873,0.6342,40.7197,216074.84,1.001061,65.6,18.8,58.8
77,185.7097,5.440251,55.0112,0.6295,40.7719,379834.5,1.128091,67.2,19.6,62.8
78,173.0845,6.538207,57.0892,0.6248,34.5386,22613.23,0.993661,56.0,20.4,60.8
79,184.2113,5.96996,57.0592,0.62,37.8571,13895.02,0.934522,62.4,16.8,60.4
80,186.2208,6.783546,59.0836,0.6153,48.5326,15026.36,0.957887,64.0,18.0,57.2
81,184.6209,6.632394,59.0407,0.6105,45.3499,36895.64,0.975337,63.6,17.6,62.0
82,182.0673,7.440067,61.2367,0.6058,40.426,36372.71,0.904009,63.2,19.6,61.6
83,178.5774,7.320758,61.1754,0.601,31.487,409027.71,1.038278,62.4,18.4,61.6
