episode,reward,loss,mean_q,epsilon,throughput_mbps,latency_ms,energy_mj,qos_sat_pct,packet_loss_pct,switch_pct
0,4361.9624,0.35615,6.018,0.886,36.2581,28.38,0.930486,61.93,18.15,75.23
1,4551.1955,0.284941,19.931,0.772,46.9887,29.45,0.927121,66.67,16.75,74.15
2,4406.5862,0.494752,35.7192,0.658,35.0323,41.61,0.923433,62.95,17.95,73.67
3,4508.6327,0.775994,52.1554,0.544,39.2242,19.28,0.930096,65.93,17.38,72.3
4,4473.7736,1.281224,69.5405,0.43,37.3638,24.73,0.966675,65.08,17.87,70.72
5,4487.948,1.504003,88.41,0.316,37.5568,24.46,0.912769,64.9,17.33,72.38
6,4582.2945,2.433854,106.8292,0.202,42.9168,14.67,0.895878,67.15,16.77,67.13
7,4599.7823,2.744823,126.1488,0.088,42.3524,17.22,0.88141,68.32,17.02,64.52
8,4578.3078,3.70101,145.3242,0.05,36.8106,17.45,0.919418,67.53,16.85,61.37
9,4551.7311,5.143992,167.1134,0.05,31.3276,18.74,0.89063,66.52,17.67,68.08
10,4502.1509,9.132598,194.717,0.05,34.3399,21.07,0.928513,66.03,18.07,61.98
11,4650.607,11.760285,222.7601,0.05,42.7828,13.9,0.938443,69.03,16.32,62.33
12,4607.5703,13.464109,254.4339,0.05,41.1127,15.74,0.958477,68.87,17.08,63.75
13,4519.7031,14.5244,283.0442,0.05,32.7974,18.33,0.943837,66.58,17.87,65.93
14,4501.4568,19.67759,305.7356,0.05,39.8648,20.47,0.915569,65.87,18.1,60.67
15,4580.837,19.028444,330.4622,0.05,35.1682,19.57,0.907849,67.88,17.3,62.3
16,4443.9007,21.169466,358.8444,0.05,31.0416,26.28,1.001244,65.68,18.52,64.22
17,4570.9335,28.812457,385.4677,0.05,34.5556,20.4,0.948302,67.67,17.15,66.4
18,4592.9638,33.782648,414.7532,0.05,43.1577,15.28,0.925898,68.08,16.83,63.1
19,4466.3514,38.333631,448.5901,0.05,26.921,20.48,0.857297,64.28,18.33,58.97
20,4559.5101,36.719761,503.2281,0.05,34.9725,16.86,0.852027,67.05,17.93,63.48
21,4522.2511,33.618413,532.9633,0.05,35.6809,20.59,0.887966,66.55,18.28,60.37
22,4615.2939,44.863439,555.286,0.05,42.976,17.29,0.981731,69.08,16.33,62.32
23,4504.7749,63.661794,586.1962,0.05,30.3737,18.85,0.8638,65.12,17.85,59.3
24,4587.443,50.100154,616.9513,0.05,38.8004,21.16,0.909407,67.78,17.08,58.6
