episode,reward,loss,mean_q,epsilon,throughput_mbps,latency_ms,energy_mj,qos_sat_pct,packet_loss_pct,switch_pct
0,181.2732,0,0,0.9952,30.9667,24198.47,0.927523,63.2,18.8,62.0
1,181.5035,0,0,0.9905,31.6789,450179.7,0.927512,62.0,18.8,58.4
2,185.6452,0,0,0.9858,30.581,89802.5,0.921597,64.4,17.2,60.4
3,182.9336,0.845335,0.0274,0.981,32.8131,105510.46,0.956227,62.0,15.6,61.2
4,187.6688,0.095128,0.7069,0.9762,32.1483,117079.4,0.976494,66.0,18.0,66.4
5,187.342,0.013033,0.7883,0.9715,44.8983,40834.84,0.93529,65.2,17.2,58.8
6,183.7105,0.049301,1.7338,0.9667,40.4531,6721485.86,0.955337,62.4,17.2,58.0
7,183.8623,0.025944,1.7123,0.962,38.7195,53787.33,0.987385,63.2,18.4,62.0
8,183.1045,0.039052,2.7426,0.9573,29.3418,43894.39,0.989819,63.2,17.6,59.2
9,180.7935,0.024893,2.7328,0.9525,30.5086,41510.84,0.940487,62.0,18.4,61.2
10,191.4323,0.044073,3.6874,0.9477,44.3725,428598.26,0.985438,68.8,16.4,60.0
11,188.0125,0.033,3.6341,0.943,40.2988,16993.97,1.022183,65.6,16.0,65.6
12,182.7912,0.061723,4.6575,0.9383,42.4843,371295.98,0.928218,62.4,18.8,66.8
13,187.9919,0.046154,4.6405,0.9335,26.2079,233795.05,0.818714,67.2,19.6,58.8
14,183.9021,0.072603,5.6847,0.9287,33.7895,49597.81,1.024272,63.6,18.4,61.6
15,179.0804,0.065584,5.6863,0.924,29.7638,62799.15,0.873645,60.0,20.0,59.6
16,186.5918,0.107583,6.7082,0.9193,33.6839,780562.36,0.892289,63.2,16.0,53.6
17,187.0343,0.095051,6.6174,0.9145,34.1617,284067.85,1.012353,66.4,14.4,62.4
18,187.4919,0.138288,7.7632,0.9098,33.6478,28180.51,0.922065,66.0,16.8,63.2
19,183.9243,0.1113,7.7862,0.905,35.6036,222187.02,0.949231,63.6,18.4,64.4
20,188.3181,0.156432,8.937,0.9002,39.4773,4370080.44,0.933313,67.2,15.2,64.4
21,182.2819,0.138717,8.9279,0.8955,31.011,14163.16,0.894933,63.6,21.2,63.2
22,185.8177,0.198802,10.1399,0.8908,42.9782,47032.38,1.013789,63.6,15.2,63.6
23,184.2781,0.167351,10.1246,0.886,35.1456,21439.52,0.937681,64.4,19.6,57.6
24,183.0492,0.23563,11.4808,0.8812,24.4715,23483.85,0.933947,65.2,19.2,60.0
25,184.1459,0.206674,11.4558,0.8765,30.6015,120437.33,1.010435,63.2,18.0,55.2
26,188.182,0.291951,12.8034,0.8718,38.9506,13706.01,0.928262,66.0,18.0,60.0
27,189.413,0.281105,12.7152,0.867,24.5862,14795.77,0.885316,67.2,16.4,56.4
28,183.273,0.347589,14.0852,0.8622,31.9465,124549.39,0.913675,62.8,18.0,58.0
29,183.7631,0.320327,14.0229,0.8575,37.4442,1618016.08,0.896161,63.2,18.0,61.2
30,184.1547,0.409808,15.2665,0.8528,37.8306,158253.97,0.923097,63.6,16.8,62.0
31,185.335,0.364798,15.2823,0.848,39.3427,21752.03,0.942506,64.8,17.2,59.6
32,191.0191,0.437796,16.7114,0.8433,40.7546,54527.94,0.928379,68.4,16.4,63.2
33,186.6314,0.40312,16.6901,0.8385,28.2558,19728.22,0.906497,65.2,18.4,57.2
34,183.1556,0.500103,18.1053,0.8337,33.2845,36280.45,0.924149,62.8,18.0,63.6
35,180.4423,0.476216,18.0258,0.829,24.9978,43895.88,0.941975,62.0,19.2,62.0
36,187.9145,0.589812,19.4532,0.8243,33.9978,57299.16,0.890259,65.2,17.2,60.8
37,185.5374,0.542395,19.4608,0.8195,32.8345,226420.92,0.987397,64.0,18.8,61.6
38,188.519,0.671843,20.8682,0.8147,40.418,365017.96,0.877278,66.4,17.2,56.0
39,188.2173,0.605336,20.8098,0.81,41.4938,5223.52,0.983079,65.6,17.2,64.4
40,186.343,0.676973,22.2119,0.8053,39.4934,17577.81,0.932734,64.0,17.6,54.8
41,184.7532,0.708525,22.1765,0.8005,34.2195,67226.96,0.904062,64.0,18.4,60.8
42,190.7315,0.794972,23.4467,0.7957,35.6155,88552.55,0.948051,68.4,18.4,60.0
43,188.1408,0.771491,23.3878,0.791,42.4184,95105.26,0.905643,66.4,16.8,57.2
44,181.5309,0.927031,24.9001,0.7863,26.0571,31826.31,0.966583,61.2,18.0,56.8
45,188.2582,0.879143,24.8229,0.7815,40.7246,286613.74,0.998272,66.8,16.0,56.0
46,187.5369,1.067422,26.1658,0.7768,39.0938,14646.99,0.995324,65.6,18.0,61.2
