episode,reward,loss,mean_q,epsilon,throughput_mbps,latency_ms,energy_mj,qos_sat_pct,packet_loss_pct,switch_pct
0,8603.622,0,0,0.0,23.8402,382.64,0.816228,81.05,7.78,0.0
1,8654.4053,0,0,0.0,25.2224,222.98,0.816228,81.98,6.73,0.0
2,8599.222,0,0,0.0,25.0691,295.94,0.816228,80.96,7.36,0.0
3,8615.8855,0,0,0.0,26.2886,194.08,0.816228,81.07,6.81,0.0
4,8637.9903,0,0,0.0,24.7126,346.95,0.816228,81.51,7.09,0.0
5,8591.0826,0,0,0.0,25.1629,156.05,0.816228,80.73,7.49,0.0
6,8642.6537,0,0,0.0,25.5145,288.76,0.816228,81.57,6.96,0.0
7,8595.1091,0,0,0.0,24.7406,153.53,0.816228,80.77,7.49,0.0
8,8628.7182,0,0,0.0,25.8166,195.96,0.816228,81.45,7.03,0.0
9,8599.588,0,0,0.0,25.6489,243.92,0.816228,80.99,7.11,0.0
10,8624.0309,0,0,0.0,25.7612,145.04,0.816228,81.4,6.95,0.0
11,8605.5136,0,0,0.0,24.5444,115.25,0.816228,80.7,7.4,0.0
12,8592.8109,0,0,0.0,25.5605,253.36,0.816228,80.64,6.77,0.0
13,8608.5126,0,0,0.0,25.0115,347.03,0.816228,81.02,7.45,0.0
14,8607.9773,0,0,0.0,25.3788,183.79,0.816228,81.15,7.19,0.0
15,8625.7155,0,0,0.0,25.0798,1703.15,0.816228,81.21,7.35,0.0
16,8618.4025,0,0,0.0,24.4527,162.7,0.816228,81.08,7.24,0.0
17,8615.9916,0,0,0.0,25.0192,152.19,0.816228,81.28,7.31,0.0
18,8573.7539,0,0,0.0,25.6989,267.74,0.816228,80.57,7.1,0.0
19,8615.4316,0,0,0.0,25.2208,304.16,0.816228,81.45,6.88,0.0
20,8633.1022,0,0,0.0,26.2157,142.38,0.816228,81.21,6.87,0.0
21,8617.0244,0,0,0.0,24.7958,245.28,0.816228,81.37,7.33,0.0
22,8603.2374,0,0,0.0,24.4528,180.43,0.816228,81.02,7.67,0.0
23,8615.0624,0,0,0.0,25.1762,360.98,0.816228,81.02,7.07,0.0
24,8633.1916,0,0,0.0,24.9094,790.86,0.816228,81.42,7.13,0.0
25,8599.2305,0,0,0.0,23.7954,994.19,0.816228,80.91,7.89,0.0
26,8587.7946,0,0,0.0,24.6021,296.59,0.816228,80.67,7.43,0.0
27,8608.6924,0,0,0.0,24.455,502.36,0.816228,81.25,7.22,0.0
28,8632.3452,0,0,0.0,24.5718,164.74,0.816228,81.79,7.48,0.0
29,8610.2583,0,0,0.0,25.3769,184.44,0.816228,81.02,6.9,0.0
30,8605.4718,0,0,0.0,25.388,128.04,0.816228,80.95,7.09,0.0
31,8640.3227,0,0,0.0,25.2623,176.49,0.816228,81.58,7.1,0.0
32,8593.6618,0,0,0.0,24.6068,706.43,0.816228,80.97,7.63,0.0
33,8613.726,0,0,0.0,25.2068,201.88,0.816228,81.13,7.23,0.0
34,8574.3364,0,0,0.0,23.7142,300.63,0.816228,80.34,8.15,0.0
35,8657.6283,0,0,0.0,24.5545,338.14,0.816228,81.89,7.19,0.0
36,8593.5924,0,0,0.0,25.0598,181.53,0.816228,80.77,7.24,0.0
37,8622.2477,0,0,0.0,25.3209,149.01,0.816228,81.19,7.04,0.0
38,8587.4798,0,0,0.0,24.7514,158.99,0.816228,80.64,7.4,0.0
39,8637.3453,0,0,0.0,25.6245,141.87,0.816228,81.72,6.93,0.0
40,8601.3709,0,0,0.0,24.6904,132.82,0.816228,80.69,7.4,0.0
41,8606.3182,0,0,0.0,25.0468,193.09,0.816228,81.33,7.18,0.0
42,8582.2051,0,0,0.0,23.7963,328.33,0.816228,80.57,7.75,0.0
43,8573.2164,0,0,0.0,24.1467,1569.99,0.816228,80.5,7.98,0.0
44,8619.011,0,0,0.0,25.0604,167.71,0.816228,81.18,7.24,0.0
45,8622.6991,0,0,0.0,25.627,192.92,0.816228,81.23,7.21,0.0
46,8620.8216,0,0,0.0,23.9465,385.69,0.816228,81.27,7.65,0.0
47,8655.028,0,0,0.0,25.5257,908.45,0.816228,81.68,6.9,0.0
48,8605.6863,0,0,0.0,24.2069,202.84,0.816228,81.07,7.58,0.0
49,8602.2126,0,0,0.0,25.535,179.13,0.816228,80.69,7.26,0.0
