episode,reward,loss,mean_q,epsilon,throughput_mbps,latency_ms,energy_mj,qos_sat_pct,packet_loss_pct,switch_pct
0,14477.5329,0,0,1.0,34.0962,8218770.91,0.931633,61.57,18.54,71.27
1,14529.7512,0,0,1.0,34.3326,3263229.93,0.929766,62.29,18.57,71.35
2,14424.4436,0,0,1.0,33.7254,2898060.94,0.93193,61.21,18.59,71.17
3,14469.8241,0,0,1.0,34.0654,2121178.1,0.93276,61.52,18.45,71.68
4,14524.3545,0,0,1.0,34.4366,2049672.46,0.92674,61.94,18.41,71.14
5,14495.3112,0,0,1.0,34.3953,1493101.91,0.934906,61.75,18.64,70.97
6,14517.6753,0,0,1.0,34.0572,2811595.95,0.923393,62.13,18.26,71.57
7,14532.3815,0,0,1.0,34.1079,1063573.05,0.917859,61.95,18.4,71.64
8,14495.8494,0,0,1.0,33.752,724770.71,0.922905,61.76,18.48,71.14
9,14513.119,0,0,1.0,35.1013,1563293.24,0.930487,61.96,18.7,71.75
10,14490.2034,0,0,1.0,34.3676,2815741.92,0.92916,61.92,18.59,71.22
11,14458.7979,0,0,1.0,34.2566,534982.73,0.941386,61.52,18.29,70.86
12,14474.1378,0,0,1.0,33.7935,2371063.02,0.933378,61.69,18.63,71.61
13,14488.8716,0,0,1.0,34.4048,3141313.41,0.932426,61.83,18.46,70.92
14,14447.4716,0,0,1.0,33.6713,5123848.99,0.925446,61.26,18.44,71.47
15,14500.3803,0,0,1.0,34.6303,1105149.5,0.936823,61.86,18.45,71.17
16,14497.6273,0,0,1.0,34.3958,1051985.7,0.931969,61.78,18.47,71.61
17,14552.0971,0,0,1.0,34.1102,1627438.34,0.934224,62.17,18.32,70.77
18,14483.1629,0,0,1.0,34.6807,1014190.4,0.926918,61.62,18.57,71.14
19,14459.5698,0,0,1.0,33.6917,1086759.94,0.93724,61.7,18.57,70.5
20,14463.3422,0,0,1.0,33.9626,1537608.67,0.929431,61.51,18.57,70.77
21,14477.4543,0,0,1.0,34.3829,3249191.66,0.932457,61.63,18.43,71.44
22,14472.3353,0,0,1.0,33.6594,1574379.01,0.927936,61.7,18.87,71.39
23,14502.0976,0,0,1.0,34.1028,1106648.19,0.935408,61.7,18.5,71.59
24,14492.411,0,0,1.0,33.7082,1099835.03,0.929748,61.75,18.16,70.8
25,14506.2413,0,0,1.0,34.5046,768570.43,0.938531,61.88,18.41,71.57
26,14503.0041,0,0,1.0,33.591,756749.41,0.929834,61.91,18.43,70.81
27,14565.739,0,0,1.0,35.3314,1185200.99,0.937135,62.37,18.74,71.5
28,14510.3892,0,0,1.0,34.3053,3308037.84,0.938143,62.02,18.34,70.86
29,14491.5687,0,0,1.0,33.7474,3785321.24,0.926021,61.76,18.64,70.89
30,14541.4821,0,0,1.0,34.5052,3560771.58,0.926948,61.98,18.46,71.53
31,14487.5172,0,0,1.0,33.4034,1213414.24,0.937315,61.91,18.48,71.02
32,14432.9981,0,0,1.0,33.8752,3675658.86,0.936891,61.5,18.95,70.91
33,14511.234,0,0,1.0,34.5426,932573.5,0.941483,62.03,18.59,71.53
34,14417.7894,0,0,1.0,32.9834,1798451.68,0.933107,60.99,18.78,71.17
35,14574.7278,0,0,1.0,34.6174,745266.54,0.932818,62.4,18.27,71.47
36,14555.6579,0,0,1.0,35.1624,2939971.78,0.938745,62.38,18.55,71.08
37,14507.3064,0,0,1.0,34.5679,1830787.58,0.932293,62.02,18.56,71.38
38,14546.8355,0,0,1.0,34.6256,1287204.04,0.932075,62.37,18.32,71.23
39,14503.7955,0,0,1.0,34.5578,2658223.38,0.927874,61.82,18.59,71.12
40,14515.9363,0,0,1.0,34.4237,1919268.53,0.925974,61.86,18.68,70.94
41,14544.4568,0,0,1.0,34.7205,943604.25,0.92653,62.02,18.29,71.57
42,14469.1778,0,0,1.0,33.573,1104414.57,0.929068,61.53,18.44,71.01
43,14553.708,0,0,1.0,34.9127,1292795.52,0.926859,62.23,18.31,71.11
44,14484.1991,0,0,1.0,34.8854,2507382.41,0.941268,61.82,18.52,71.31
45,14575.9465,0,0,1.0,35.079,918469.43,0.929348,62.34,18.64,71.67
46,14520.7297,0,0,1.0,33.8553,2212764.75,0.93249,61.95,18.37,71.15
47,14516.6725,0,0,1.0,34.5461,1907804.88,0.939078,61.98,18.28,71.22
48,14524.0718,0,0,1.0,33.5794,2180961.4,0.925706,61.94,18.52,70.92
49,14543.1103,0,0,1.0,35.1795,3653473.2,0.927904,61.81,18.49,71.66
50,14493.5439,0,0,1.0,34.5433,1468266.7,0.930283,61.85,18.7,71.46
51,14509.0105,0,0,1.0,33.3402,894644.37,0.9287,62.14,18.45,71.71
52,14541.0599,0,0,1.0,34.0024,5259340.79,0.922731,62.17,18.68,71.11
53,14479.2297,0,0,1.0,33.6494,4268092.68,0.93498,61.67,18.35,71.4
54,14457.1426,0,0,1.0,33.5999,1063401.73,0.938507,61.56,18.48,71.38
55,14478.1312,0,0,1.0,33.7566,820864.56,0.926749,61.75,18.68,71.57
56,14470.8518,0,0,1.0,33.3582,1154328.09,0.925565,61.53,18.74,71.28
57,14479.6377,0,0,1.0,33.5425,3831348.56,0.924997,61.67,18.55,71.67
58,14487.2536,0,0,1.0,34.7916,1940541.6,0.930945,61.71,18.3,70.61
59,14505.9814,0,0,1.0,34.4687,1445464.46,0.933308,61.79,18.21,71.53
60,14459.6947,0,0,1.0,34.9659,1604873.11,0.931518,61.38,18.38,71.64
61,14451.5212,0,0,1.0,33.0632,3299864.38,0.933204,61.65,18.82,70.73
62,14488.5353,0,0,1.0,33.5687,604732.17,0.932836,62.01,18.8,70.98
63,14508.2101,0,0,1.0,34.4879,1245904.68,0.93179,61.83,18.21,71.17
64,14454.6052,0,0,1.0,33.5816,1778739.78,0.938286,61.64,18.68,70.89
65,14508.0804,0,0,1.0,34.0778,4581913.86,0.93442,62.04,18.58,72.11
66,14518.0509,0,0,1.0,34.4641,593379.42,0.930903,62.06,18.54,71.39
67,14365.4628,0,0,1.0,33.0467,1013024.95,0.93854,60.81,18.9,70.75
